epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
90,31378.9,1.6717,0.78027,0.86008,0.88916,0.67655,0.73543,0.47123,1.77938,0.75217,0.76454,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945
91,31727.1,1.66681,0.77529,0.85911,0.87993,0.68297,0.73646,0.4726,1.7783,0.74945,0.76441,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
92,32076.3,1.66337,0.77167,0.85617,0.88071,0.68232,0.73702,0.47338,1.77733,0.74883,0.76419,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955
93,32424,1.66795,0.77119,0.85854,0.87678,0.68604,0.73803,0.47423,1.77586,0.74608,0.76401,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
94,32772.1,1.66527,0.77327,0.858,0.88154,0.68443,0.73807,0.47457,1.77433,0.74416,0.76381,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
95,33119.6,1.66853,0.77665,0.85901,0.87582,0.68762,0.7383,0.47482,1.77308,0.74462,0.76358,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
96,33467.9,1.66354,0.76891,0.85738,0.88114,0.68675,0.73854,0.47518,1.77215,0.74256,0.76335,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
97,33816.3,1.65993,0.76615,0.85886,0.87653,0.68847,0.73833,0.47534,1.77153,0.74205,0.76314,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
98,34164.3,1.65946,0.76605,0.8571,0.87651,0.69051,0.73913,0.47554,1.77159,0.73755,0.76297,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
99,34512.2,1.66404,0.76667,0.85506,0.88494,0.68809,0.74086,0.47685,1.77048,0.73469,0.7626,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
100,34859.6,1.65695,0.75968,0.8546,0.8842,0.69111,0.74221,0.47753,1.76909,0.731,0.76245,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
101,35208,1.6613,0.76147,0.85523,0.88919,0.68971,0.74343,0.47815,1.7677,0.72816,0.76214,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,35556,1.65296,0.75744,0.85501,0.88905,0.69183,0.74514,0.47915,1.76631,0.72533,0.76174,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
103,35904,1.65622,0.763,0.85688,0.89242,0.6911,0.74584,0.47994,1.7654,0.7239,0.76156,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
104,36253.1,1.65161,0.75728,0.85297,0.89362,0.69111,0.74631,0.48025,1.76596,0.72167,0.76122,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
105,36602,1.65782,0.76029,0.85391,0.89725,0.69101,0.74851,0.48141,1.76479,0.71829,0.76098,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
106,36948.9,1.64804,0.75401,0.85503,0.89888,0.69111,0.74889,0.48173,1.76429,0.71644,0.76082,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,37297,1.64211,0.75473,0.85226,0.90017,0.69214,0.74973,0.48207,1.76386,0.71395,0.76084,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,37644.1,1.64538,0.74726,0.85083,0.89949,0.69327,0.75034,0.48273,1.76349,0.71078,0.76045,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,37991.4,1.64406,0.7464,0.85152,0.90121,0.69429,0.75127,0.48332,1.76255,0.70817,0.76031,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
110,38339.7,1.64142,0.74448,0.85011,0.90104,0.69621,0.75239,0.48425,1.76237,0.70501,0.7602,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
111,38688.4,1.64393,0.74651,0.85261,0.90446,0.69484,0.75276,0.4845,1.76109,0.70327,0.76013,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,39035.6,1.63506,0.74644,0.85109,0.90652,0.69346,0.7531,0.48487,1.76075,0.70174,0.75995,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
113,39382.8,1.63666,0.74239,0.8514,0.90584,0.69466,0.75345,0.48508,1.76016,0.70108,0.75982,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,39730.6,1.63805,0.74466,0.84857,0.90601,0.69483,0.75193,0.48457,1.75855,0.70201,0.75953,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,40077.6,1.63272,0.73846,0.84782,0.90678,0.69467,0.75055,0.48369,1.75685,0.70236,0.75917,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
116,40426.7,1.63558,0.73867,0.84961,0.90529,0.69432,0.74984,0.48358,1.75601,0.70227,0.75881,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
117,40774.3,1.63477,0.73589,0.85144,0.90414,0.69624,0.74962,0.48345,1.754,0.7018,0.75868,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
118,41122.5,1.634,0.73316,0.84965,0.90503,0.69529,0.75096,0.48377,1.75342,0.70003,0.75847,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
119,41470.3,1.62727,0.73171,0.84955,0.91048,0.69379,0.75116,0.48405,1.75307,0.69767,0.75825,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
120,41817.7,1.62738,0.72918,0.84771,0.91023,0.69383,0.75122,0.48432,1.75176,0.69708,0.75796,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
121,42169,1.6238,0.72973,0.84742,0.91214,0.69365,0.75129,0.48451,1.75109,0.69632,0.75797,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
122,42516.2,1.62604,0.72946,0.84706,0.9121,0.69456,0.75221,0.48562,1.7496,0.695,0.75794,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
123,42863.9,1.6208,0.72565,0.84855,0.91223,0.69502,0.75363,0.48658,1.74918,0.69247,0.75784,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
